t,value
1637710421,0.0
1637710451,0.985734664764622
1637710481,0.9866844207723036
1637710511,1.0
1637710541,1.0
1637710571,0.9965197215777262
1637710601,1.0
1637710631,1.0
1637710661,1.0
1637710691,1.0
1637710721,1.0
1637710751,1.0
1637710781,1.0
1637710811,1.0
1637710841,1.0
1637710871,1.0
1637710901,1.0
1637710931,0.9962546816479401
