t,value
1637710421,458
1637710451,500
1637710481,500
1637710511,500
1637710541,500
1637710571,500
1637710601,500
1637710631,500
1637710661,500
1637710691,500
1637710721,500
1637710751,500
1637710781,500
1637710811,500
1637710841,500
1637710871,500
1637710901,500
1637710931,394
