t,value
1637710421,167780656
1637710451,167780656
1637710481,167780656
1637710511,167780656
1637710541,167780656
1637710571,167780656
1637710601,167780656
1637710631,167780656
1637710661,167780656
1637710691,167780656
1637710721,167780656
1637710751,167780656
1637710781,167780656
1637710811,167780656
1637710841,167780656
1637710871,167780656
1637710901,167780656
1637710931,167772160
