t,value
1637710421,6
1637710451,6
1637710481,6
1637710511,6
1637710541,6
1637710571,6
1637710601,6
1637710631,6
1637710661,6
1637710691,6
1637710721,6
1637710751,6
1637710781,6
1637710811,6
1637710841,6
1637710871,6
1637710901,6
1637710931,0
