t,value
1637710421,770048
1637710451,770048
1637710481,770048
1637710511,770048
1637710541,770048
1637710571,770048
1637710601,770048
1637710631,770048
1637710661,770048
1637710691,770048
1637710721,770048
1637710751,770048
1637710781,770048
1637710811,770048
1637710841,770048
1637710871,770048
1637710901,770048
