t,value
1637710421,0
1637710451,0
1637710481,0
1637710511,0
1637710541,0
1637710571,0
1637710601,0
1637710631,0
1637710661,0
1637710691,0
1637710721,0
1637710751,0
1637710781,0
1637710811,0
1637710841,0
1637710871,0
1637710901,0
1637710931,0
