t,value
1637710421,97
1637710451,97
1637710481,97
1637710511,97
1637710541,97
1637710571,97
1637710601,97
1637710631,97
1637710661,97
1637710691,97
1637710721,97
1637710751,97
1637710781,97
1637710811,97
1637710841,97
1637710871,97
1637710901,97
