t,value
1637710421,239732816
1637710451,239732816
1637710481,239732816
1637710511,239732816
1637710541,239732816
1637710571,239732816
1637710601,239732816
1637710631,239732816
1637710661,239732816
1637710691,239732816
1637710721,239732816
1637710751,239732816
1637710781,239732816
1637710811,239732816
1637710841,239732816
1637710871,239732816
1637710901,239732816
1637710931,239732816
