t,value
1637710421,263192576
1637710451,67108864
1637710481,115343360
1637710511,142606336
1637710541,153092096
1637710571,189792256
1637710601,75497472
1637710631,137363456
1637710661,145752064
1637710691,171966464
1637710721,180355072
1637710751,206569472
1637710781,214958080
1637710811,240123904
1637710841,264241152
1637710871,290455552
1637710901,92274688
1637710931,150994944
