t,value
1637710421,98
1637710451,98
1637710481,98
1637710511,98
1637710541,98
1637710571,98
1637710601,98
1637710631,98
1637710661,98
1637710691,98
1637710721,98
1637710751,98
1637710781,98
1637710811,98
1637710841,98
1637710871,98
1637710901,98
