t,value
1637710421,8
1637710451,75
1637710481,75
1637710511,75
1637710541,75
1637710571,75
1637710601,75
1637710631,75
1637710661,75
1637710691,75
1637710721,75
1637710751,75
1637710781,75
1637710811,75
1637710841,75
1637710871,75
1637710901,75
