t,value
1637710421,34805760
1637710451,47521432
1637710481,47521432
1637710511,47521432
1637710541,47521432
1637710571,47521432
1637710601,48058368
1637710631,48058368
1637710661,48058368
1637710691,48058368
1637710721,48058368
1637710751,48058368
1637710781,48058368
1637710811,48058368
1637710841,48058368
1637710871,48058368
1637710901,51355392
1637710931,51355392
