t,value
1637710421,51
1637710451,51
1637710481,51
1637710511,51
1637710541,51
1637710571,51
1637710601,51
1637710631,51
1637710661,51
1637710691,51
1637710721,51
1637710751,51
1637710781,51
1637710811,51
1637710841,51
1637710871,51
1637710901,51
